synset	domain 
Synset('metal_wood.n.01')	Synset('sports_equipment.n.01')
Synset('profile.n.05')	Synset('magnitude.n.01')
Synset('profile.n.03')	Synset('evidence.n.02')
Synset('thanatology.n.01')	Synset('science.n.01')-misc
Synset('profile.n.01')	Synset('visual_communication.n.01')
Synset('turnout.n.02')	Synset('part.n.02')-misc
Synset('diamond.n.02')	Synset('crystal.n.01')
Synset('baronduki.n.01')	Synset('rodent.n.01')
Synset('diamond.n.01')	Synset('adornment.n.01')
Synset('spinning_rod.n.01')	Synset('rod.n.01')
Synset('diamond.n.04')	Synset('paper.n.01')
Synset('indecorum.n.01')	Synset('demeanor.n.01')
Synset('false_azalea.n.01')	Synset('shrub.n.01')-misc
Synset('sarong.n.01')	Synset('garment.n.01')-misc
Synset('nephralgia.n.01')	Synset('pain.n.01')
Synset('bully.n.02')	Synset('wrongdoer.n.01')
Synset('crab_legs.n.01')	Synset('seafood.n.01')
Synset('naval_radar.n.01')	Synset('equipment.n.01')-misc
Synset('econometrician.n.01')	Synset('scientist.n.01')
Synset('general_relativity.n.01')	Synset('explanation.n.02')
Synset('grain.n.10')	Synset('visual_property.n.01')
Synset('beach_ball.n.01')	Synset('plaything.n.01')
Synset('how-do-you-do.n.01')	Synset('condition.n.01')-misc
Synset('kith.n.01')	Synset('social_group.n.01')-misc
Synset('spot.n.07')	Synset('establishment.n.04')
Synset('tooth.n.02')	Synset('structure.n.01')-misc
Synset('haustorium.n.01')	Synset('process.n.05')
Synset('gayal.n.01')	Synset('even-toed_ungulate.n.01')
Synset('togs.n.01')	Synset('clothing.n.01')-misc
Synset('tooth.n.03')	Synset('structure.n.04')-misc
Synset('mea_culpa.n.01')	Synset('message.n.02')-misc
Synset('instrumentalism.n.01')	Synset('doctrine.n.01')
Synset('genotype.n.01')	Synset('biological_group.n.01')-misc
Synset('genotype.n.02')	Synset('property.n.02')-misc
Synset('genus_spirillum.n.01')	Synset('genus.n.02')-misc
Synset('alveolar_arch.n.01')	Synset('process.n.05')
Synset('t-network.n.01')	Synset('electrical_device.n.01')
Synset('tooth.n.01')	Synset('connective_tissue.n.01')
Synset('floor.n.09')	Synset('room.n.01')
Synset('pittidae.n.01')	Synset('bird_family.n.01')
Synset('consumer_research.n.01')	Synset('investigation.n.02')
Synset('posterity.n.02')	Synset('biological_group.n.01')-misc
Synset('affair.n.02')	Synset('state.n.02')-misc
Synset('affair.n.03')	Synset('social_event.n.01')-misc
Synset('gamboge_tree.n.01')	Synset('angiospermous_tree.n.01')-misc
Synset('abbess.n.01')	Synset('religious_person.n.01')
Synset('hairpin_bend.n.01')	Synset('part.n.02')-misc
Synset('chromosomal_aberration.n.01')	Synset('abnormality.n.01')
Synset('luxury_liner.n.01')	Synset('vessel.n.02')
Synset('maratha.n.01')	Synset('asian.n.01')
Synset('orthodox_jew.n.01')	Synset('person.n.01')-misc
Synset('junction_barrier.n.01')	Synset('connection.n.03')
Synset('chinese_cork_oak.n.01')	Synset('tree.n.01')-misc
Synset('abdomen.n.01')	Synset('body_part.n.01')-misc
Synset('line_feed.n.01')	Synset('processing.n.01')
Synset('citizen.n.01')	Synset('person.n.01')-misc
Synset('intensification.n.01')	Synset('change_of_magnitude.n.01')
Synset('eriocaulon.n.01')	Synset('monocot_genus.n.01')-misc
Synset('ardeidae.n.01')	Synset('bird_family.n.01')
Synset('town_hall.n.01')	Synset('building.n.01')-misc
Synset('mohs_scale.n.01')	Synset('system_of_measurement.n.01')
Synset('nervous_system.n.01')	Synset('body_part.n.01')-misc
Synset('optic_axis.n.01')	Synset('line.n.11')
Synset('argonautidae.n.01')	Synset('family.n.06')-misc
Synset('atrichornis.n.01')	Synset('bird_genus.n.01')-misc
Synset('workroom.n.01')	Synset('room.n.01')
Synset('secularist.n.01')	Synset('advocate.n.01')
Synset('horseman.n.02')	Synset('person.n.01')-misc
Synset('miniconju.n.01')	Synset('amerindian.n.01')
Synset('workwear.n.01')	Synset('clothing.n.01')-misc
Synset('hasidim.n.01')	Synset('religion.n.02')
Synset('headpiece.n.02')	Synset('headdress.n.01')
Synset('tricuspid_valve.n.01')	Synset('structure.n.04')-misc
Synset('theaceae.n.01')	Synset('dicot_family.n.01')
Synset('genus_erechtites.n.01')	Synset('asterid_dicot_genus.n.01')-misc
Synset('anchorite.n.01')	Synset('religious_person.n.01')
Synset('tailorbird.n.01')	Synset('oscine.n.01')-misc
Synset('satinwood.n.01')	Synset('tree.n.01')-misc
Synset('gripe.n.01')	Synset('speech_act.n.01')-misc
Synset('chancel.n.01')	Synset('area.n.05')-misc
Synset('dative.n.01')	Synset('class.n.01')
Synset('plant_hopper.n.01')	Synset('homopterous_insect.n.01')
Synset('flea.n.01')	Synset('organism.n.01')-misc
Synset('historiography.n.02')	Synset('creation.n.01')
Synset('lord_chancellor.n.01')	Synset('head.n.04')
Synset('field_wormwood.n.01')	Synset('subshrub.n.01')
Synset('ocellated_turkey.n.01')	Synset('gallinaceous_bird.n.01')
Synset('metaphysics.n.01')	Synset('humanistic_discipline.n.01')-misc
Synset('european_wood_mouse.n.01')	Synset('rodent.n.01')
Synset('genevan.n.01')	Synset('people.n.01')
Synset('loam.n.01')	Synset('earth.n.02')
Synset('pilgrimage.n.01')	Synset('travel.n.01')
Synset('harpoon_line.n.01')	Synset('line.n.18')
Synset('solar_magnetic_field.n.01')	Synset('physical_phenomenon.n.01')-misc
Synset('third_gear.n.01')	Synset('mechanism.n.05')-misc
Synset('polypore.n.01')	Synset('basidiomycete.n.01')
Synset('viomycin.n.01')	Synset('antibacterial.n.01')
Synset('turban_squash.n.01')	Synset('vine.n.01')-misc
Synset('turban_squash.n.02')	Synset('vegetable.n.01')
Synset('palimony.n.01')	Synset('payment.n.01')
Synset('brag.n.01')	Synset('speech_act.n.01')-misc
Synset('air_conditioner.n.01')	Synset('mechanism.n.05')-misc
Synset('rissa.n.01')	Synset('bird_genus.n.01')-misc
Synset('rumble.n.03')	Synset('group_action.n.01')-misc
Synset('panchen_lama.n.01')	Synset('spiritual_leader.n.01')
Synset('damned.n.01')	Synset('people.n.01')
Synset('yellow_adder's_tongue.n.01')	Synset('bulbous_plant.n.01')
Synset('fieriness.n.02')	Synset('trait.n.01')-misc
Synset('low_gallberry_holly.n.01')	Synset('angiospermous_tree.n.01')-misc
Synset('coven.n.01')	Synset('assembly.n.04')
Synset('fieriness.n.01')	Synset('fundamental_quantity.n.01')-misc
Synset('logistic_support.n.01')	Synset('activity.n.01')-misc
Synset('czarina.n.01')	Synset('aristocrat.n.01')
Synset('eastern_meadowlark.n.01')	Synset('oscine.n.01')-misc
Synset('swamp_birch.n.01')	Synset('tree.n.01')-misc
Synset('sericocarpus.n.01')	Synset('asterid_dicot_genus.n.01')-misc
Synset('gas_fixture.n.01')	Synset('device.n.01')-misc
Synset('wood_ant.n.01')	Synset('hymenopterous_insect.n.01')
Synset('ancylus.n.01')	Synset('genus.n.02')-misc
Synset('sea_swallow.n.01')	Synset('seabird.n.01')
Synset('wall_unit.n.01')	Synset('furniture.n.01')
Synset('cerebellar_vein.n.01')	Synset('vein.n.01')
Synset('cryptogrammataceae.n.01')	Synset('family.n.06')-misc
Synset('effector.n.03')	Synset('organ.n.01')-misc
Synset('polyoma.n.01')	Synset('agent.n.01')
Synset('sandboy.n.01')	Synset('capitalist.n.02')
Synset('bad.n.01')	Synset('quality.n.01')-misc
Synset('special_verdict.n.01')	Synset('due_process.n.01')
Synset('old_man_of_the_mountain.n.01')	Synset('wilding.n.01')
Synset('portcullis.n.01')	Synset('obstruction.n.01')
Synset('berating.n.01')	Synset('message.n.02')-misc
Synset('retrospective.n.01')	Synset('collection.n.01')-misc
Synset('sternutator.n.01')	Synset('compound.n.02')-misc
Synset('admirability.n.01')	Synset('quality.n.01')-misc
Synset('golden_years.n.01')	Synset('time_period.n.01')-misc
Synset('prisoner_of_war.n.01')	Synset('unfortunate.n.01')
Synset('lambis.n.01')	Synset('genus.n.02')-misc
Synset('cleft.n.01')	Synset('solid.n.03')
Synset('countershot.n.01')	Synset('propulsion.n.02')
Synset('hop.n.02')	Synset('vine.n.01')-misc
Synset('engorgement.n.01')	Synset('symptom.n.01')-misc
Synset('panhandle.n.02')	Synset('part.n.02')-misc
Synset('swaddling_clothes.n.02')	Synset('control.n.05')
Synset('swaddling_clothes.n.01')	Synset('garment.n.01')-misc
Synset('zygodactyl_foot.n.01')	Synset('external_body_part.n.01')
Synset('twinflower.n.01')	Synset('subshrub.n.01')
Synset('bowerbird.n.01')	Synset('oscine.n.01')-misc
Synset('legal_blindness.n.01')	Synset('unfitness.n.01')
Synset('united_states_cabinet.n.01')	Synset('administrative_unit.n.01')-misc
Synset('stultification.n.02')	Synset('change_of_state.n.01')-misc
Synset('stultification.n.01')	Synset('message.n.02')-misc
Synset('illustration.n.04')	Synset('representation.n.02')-misc
Synset('hepatic_coma.n.01')	Synset('psychological_state.n.01')
Synset('ornamentalism.n.01')	Synset('practice.n.01')
Synset('white-tailed_kite.n.01')	Synset('bird_of_prey.n.01')
Synset('gamine.n.01')	Synset('person.n.01')-misc
Synset('genus_argentinosaurus.n.01')	Synset('archosaur.n.01')
Synset('myrsine.n.01')	Synset('dicot_genus.n.01')-misc
Synset('bummer.n.01')	Synset('psychological_state.n.01')
Synset('copper-base_alloy.n.01')	Synset('mixture.n.01')
Synset('chess_set.n.01')	Synset('collection.n.01')-misc
Synset('bummer.n.02')	Synset('symptom.n.01')-misc
Synset('oceanic.n.01')	Synset('natural_language.n.01')-misc
Synset('living_arrangement.n.01')	Synset('structure.n.03')
Synset('emperor_butterfly.n.01')	Synset('lepidopterous_insect.n.01')
Synset('elaeocarpus.n.01')	Synset('dilleniid_dicot_genus.n.01')-misc
Synset('hacek.n.01')	Synset('written_symbol.n.01')
Synset('blood-brain_barrier.n.01')	Synset('natural_object.n.01')-misc
Synset('dairyman.n.01')	Synset('creator.n.02')
Synset('meiosis.n.01')	Synset('organic_process.n.01')-misc
Synset('rhinotermitidae.n.01')	Synset('arthropod_family.n.01')
Synset('hylocereus.n.01')	Synset('caryophylloid_dicot_genus.n.01')
Synset('old_growth.n.01')	Synset('collection.n.01')-misc
Synset('stock_dividend.n.01')	Synset('sum.n.01')
Synset('meritocracy.n.01')	Synset('system.n.02')
Synset('meritocracy.n.02')	Synset('attitude.n.01')
Synset('trim.n.04')	Synset('change_of_magnitude.n.01')
Synset('trim.n.03')	Synset('position.n.07')
Synset('scramble.n.01')	Synset('attempt.n.01')
Synset('trim.n.01')	Synset('condition.n.01')-misc
Synset('gravimeter.n.02')	Synset('measuring_instrument.n.01')-misc
Synset('southern_dewberry.n.01')	Synset('woody_plant.n.01')-misc
Synset('ogee_arch.n.01')	Synset('structure.n.01')-misc
Synset('yellow-blue_dichromacy.n.01')	Synset('imperfection.n.01')
Synset('grout.n.01')	Synset('building_material.n.01')
Synset('international_grandmaster.n.01')	Synset('player.n.01')
Synset('medoc.n.01')	Synset('wine.n.01')
Synset('genus_lynx.n.01')	Synset('mammal_genus.n.01')-misc
Synset('durian.n.01')	Synset('fruit_tree.n.01')
Synset('compassionate_leave.n.01')	Synset('time_period.n.01')-misc
Synset('breach_of_duty.n.01')	Synset('nonaccomplishment.n.01')
Synset('source.n.04')	Synset('facility.n.01')
Synset('meningeal_veins.n.01')	Synset('vein.n.01')
Synset('gum.n.03')	Synset('material.n.01')-misc
Synset('chloranthaceae.n.01')	Synset('dicot_family.n.01')
Synset('genus_vireo.n.01')	Synset('bird_genus.n.01')-misc
Synset('macowanites.n.01')	Synset('fungus_genus.n.01')
Synset('incurring.n.01')	Synset('acquiring.n.01')
Synset('entrenchment.n.01')	Synset('structure.n.01')-misc
Synset('lemon_grove.n.01')	Synset('tract.n.01')
Synset('iliac_artery.n.01')	Synset('artery.n.01')
Synset('external_organ.n.01')	Synset('organ.n.01')-misc
Synset('rooting.n.01')	Synset('organic_process.n.01')-misc
Synset('hydramnios.n.01')	Synset('abnormality.n.01')
Synset('lady_tulip.n.01')	Synset('bulbous_plant.n.01')
Synset('composite_material.n.01')	Synset('material.n.01')-misc
Synset('cotton_mill.n.01')	Synset('structure.n.01')-misc
Synset('medicaid_funds.n.01')	Synset('assets.n.01')-misc
Synset('neoplasia.n.01')	Synset('organic_process.n.01')-misc
Synset('one-dimensional_language.n.01')	Synset('artificial_language.n.01')
Synset('xanthelasma.n.01')	Synset('skin_disease.n.01')
Synset('xenarthra.n.01')	Synset('animal_order.n.01')-misc
Synset('pitta.n.01')	Synset('passerine.n.01')-misc
Synset('myxomycetes.n.01')	Synset('class.n.07')
Synset('repossession.n.01')	Synset('act.n.02')-misc
Synset('linanthus.n.01')	Synset('genus.n.02')-misc
Synset('talking_book.n.01')	Synset('memory_device.n.01')
Synset('common_box.n.01')	Synset('shrub.n.01')-misc
Synset('dismantling.n.01')	Synset('activity.n.01')-misc
Synset('synapse.n.01')	Synset('state.n.02')-misc
Synset('hegari.n.01')	Synset('gramineous_plant.n.01')
Synset('consul.n.01')	Synset('official.n.01')
Synset('whir.n.01')	Synset('sound.n.04')
Synset('persian_melon.n.02')	Synset('edible_fruit.n.01')
Synset('write-off.n.02')	Synset('change_of_state.n.01')-misc
Synset('quadratic.n.02')	Synset('relation.n.01')-misc
Synset('dipogon.n.01')	Synset('rosid_dicot_genus.n.01')-misc
Synset('acute_lymphocytic_leukemia.n.01')	Synset('malignancy.n.01')
Synset('millenarian.n.01')	Synset('person.n.01')-misc
Synset('disbandment.n.01')	Synset('group_action.n.01')-misc
Synset('rattlesnake_root.n.02')	Synset('herb.n.01')-misc
Synset('unitization.n.04')	Synset('activity.n.01')-misc
Synset('guinea.n.01')	Synset('system_of_measurement.n.01')
Synset('nasogastric_feeding.n.01')	Synset('activity.n.01')-misc
Synset('muridae.n.01')	Synset('mammal_family.n.01')
Synset('mercantile_agency.n.01')	Synset('enterprise.n.02')
Synset('unitization.n.02')	Synset('commerce.n.01')
Synset('unitization.n.03')	Synset('commerce.n.01')
Synset('line_worker.n.01')	Synset('employee.n.01')-misc
Synset('deoxycytidine.n.01')	Synset('organic_compound.n.01')-misc
Synset('insistence.n.03')	Synset('activity.n.01')-misc
Synset('honor_system.n.01')	Synset('know-how.n.01')
Synset('insistence.n.01')	Synset('message.n.02')-misc
Synset('acrasiomycetes.n.01')	Synset('class.n.07')
Synset('tumor.n.01')	Synset('growth.n.06')
Synset('money_cowrie.n.01')	Synset('mollusk.n.01')
Synset('jorum.n.01')	Synset('vessel.n.03')
Synset('sri_lankan.n.01')	Synset('asian.n.01')
Synset('team.n.01')	Synset('unit.n.03')-misc
Synset('boardwalk.n.01')	Synset('way.n.06')-misc
Synset('limit.n.06')	Synset('indefinite_quantity.n.01')-misc
Synset('limit.n.05')	Synset('indefinite_quantity.n.01')-misc
Synset('protection.n.01')	Synset('protection.n.01')
Synset('limit.n.03')	Synset('extremity.n.04')
Synset('arminianism.n.01')	Synset('morality.n.01')
Synset('limit.n.01')	Synset('magnitude.n.01')
Synset('centaury.n.01')	Synset('flower.n.01')-misc
Synset('protection.n.06')	Synset('social_control.n.01')
Synset('toyshop.n.01')	Synset('establishment.n.04')
Synset('protection.n.07')	Synset('transgression.n.01')
Synset('northeast_by_north.n.01')	Synset('position.n.07')
Synset('good-king-henry.n.01')	Synset('herb.n.01')-misc
Synset('catchall.n.01')	Synset('enclosure.n.01')
Synset('immediate_allergy.n.01')	Synset('condition.n.01')-misc
Synset('alidade.n.01')	Synset('instrument.n.01')-misc
Synset('veterinary_school.n.01')	Synset('educational_institution.n.01')
Synset('fugu.n.01')	Synset('seafood.n.01')
Synset('muscular_structure.n.01')	Synset('body_part.n.01')-misc
Synset('alisma.n.01')	Synset('monocot_genus.n.01')-misc
Synset('arc.n.02')	Synset('line.n.04')
Synset('great_blue_heron.n.01')	Synset('wading_bird.n.01')
Synset('scour.n.01')	Synset('topographic_point.n.01')
Synset('inclined_plane.n.01')	Synset('mechanical_device.n.01')
Synset('indigenousness.n.01')	Synset('quality.n.01')-misc
Synset('sparge_pipe.n.01')	Synset('passage.n.03')
Synset('colubrina.n.01')	Synset('dicot_genus.n.01')-misc
Synset('cobber.n.01')	Synset('person.n.01')-misc
Synset('cheyenne.n.03')	Synset('amerindian.n.01')
Synset('psychosomatic_disorder.n.01')	Synset('mental_disorder.n.01')
Synset('disaster_area.n.01')	Synset('area.n.01')
Synset('guide_word.n.01')	Synset('word.n.01')
Synset('clawback.n.01')	Synset('acquiring.n.01')
Synset('lari.n.01')	Synset('monetary_unit.n.01')-misc
Synset('cecidomyidae.n.01')	Synset('arthropod_family.n.01')
Synset('phycoerythrin.n.01')	Synset('coloring_material.n.01')
Synset('angle_of_extinction.n.01')	Synset('amorphous_shape.n.01')
Synset('altaic.n.02')	Synset('ural-altaic.n.01')
Synset('altaic.n.01')	Synset('asian.n.01')
Synset('sea_serpent.n.01')	Synset('creativity.n.01')
Synset('neat's-foot_oil.n.01')	Synset('animal_material.n.01')
Synset('fumigator.n.02')	Synset('device.n.01')-misc
Synset('saddle_stitch.n.01')	Synset('needlework.n.01')
Synset('electric_refrigerator.n.01')	Synset('durables.n.01')
Synset('glass.n.07')	Synset('article.n.02')
Synset('row_of_bricks.n.01')	Synset('artifact.n.01')-misc
Synset('baked_goods.n.01')	Synset('baked_goods.n.01')-misc
Synset('victorian.n.01')	Synset('person.n.01')-misc
Synset('earlobe.n.01')	Synset('body_part.n.01')-misc
Synset('insecta.n.01')	Synset('class.n.07')
Synset('tawny_owl.n.01')	Synset('bird_of_prey.n.01')
Synset('side_of_pork.n.01')	Synset('meat.n.01')
Synset('priest.n.02')	Synset('spiritual_leader.n.01')
Synset('green_adder's_mouth.n.01')	Synset('orchid.n.01')
Synset('gymnasium.n.02')	Synset('facility.n.01')
Synset('priest.n.01')	Synset('spiritual_leader.n.01')
Synset('eohippus.n.01')	Synset('odd-toed_ungulate.n.01')
Synset('wave_number.n.01')	Synset('magnitude_relation.n.01')
Synset('subculture.n.01')	Synset('social_group.n.01')-misc
Synset('seminole.n.02')	Synset('amerind.n.01')
Synset('ayah.n.01')	Synset('worker.n.01')-misc
Synset('air_transportation.n.01')	Synset('commerce.n.01')
Synset('kick_up.n.01')	Synset('labor.n.02')
Synset('quadruple.n.02')	Synset('concept.n.01')-misc
Synset('poisonous_plant.n.01')	Synset('plant.n.02')-misc
Synset('inertness.n.01')	Synset('quality.n.01')-misc
Synset('startup.n.01')	Synset('change_of_state.n.01')-misc
Synset('pack_of_cards.n.01')	Synset('collection.n.01')-misc
Synset('gulp.n.02')	Synset('reaction.n.03')
Synset('hostess.n.01')	Synset('adult.n.01')-misc
Synset('hostess.n.02')	Synset('capitalist.n.02')
Synset('association_of_southeast_asian_nations.n.01')	Synset('association.n.01')
Synset('greenfly.n.01')	Synset('homopterous_insect.n.01')
Synset('acute_gastritis.n.01')	Synset('inflammation.n.01')
Synset('haber_process.n.01')	Synset('process.n.06')-misc
Synset('great_grey_owl.n.01')	Synset('bird_of_prey.n.01')
Synset('state's_attorney.n.01')	Synset('official.n.01')
Synset('hepatic_artery.n.01')	Synset('artery.n.01')
Synset('porcellionidae.n.01')	Synset('arthropod_family.n.01')
Synset('mascarpone.n.01')	Synset('dairy_product.n.01')
Synset('disesteem.n.01')	Synset('status.n.01')-misc
Synset('rigmarole.n.01')	Synset('message.n.02')-misc
Synset('rigmarole.n.02')	Synset('procedure.n.01')-misc
Synset('deposition.n.04')	Synset('act.n.02')-misc
Synset('triplet.n.02')	Synset('relative.n.01')
Synset('haplosporidian.n.01')	Synset('protoctist.n.01')
Synset('sledder.n.01')	Synset('athlete.n.01')
Synset('excogitation.n.01')	Synset('thinking.n.01')-misc
Synset('counterspy.n.01')	Synset('negotiator.n.01')
Synset('defense_system.n.01')	Synset('weaponry.n.01')
Synset('gearbox.n.01')	Synset('protective_covering.n.01')
Synset('hubble's_constant.n.01')	Synset('number.n.02')-misc
Synset('walk-through.n.03')	Synset('activity.n.01')-misc
Synset('antelope.n.01')	Synset('even-toed_ungulate.n.01')
Synset('peanut_oil.n.01')	Synset('lipid.n.01')
Synset('elbow_pad.n.01')	Synset('clothing.n.01')-misc
Synset('diffraction.n.01')	Synset('physical_phenomenon.n.01')-misc
Synset('power_walking.n.01')	Synset('labor.n.02')
Synset('hair's-breadth.n.01')	Synset('small_indefinite_quantity.n.01')
Synset('white_slaver.n.01')	Synset('bad_person.n.01')-misc
Synset('shirtmaker.n.01')	Synset('creator.n.02')
Synset('columbia_tiger_lily.n.01')	Synset('bulbous_plant.n.01')
Synset('anserinae.n.01')	Synset('bird_family.n.01')
Synset('dissolubility.n.01')	Synset('physical_property.n.01')
Synset('counsel_to_the_crown.n.01')	Synset('professional.n.01')
Synset('microbiology.n.01')	Synset('life_science.n.01')
Synset('brain_damage.n.01')	Synset('nervous_disorder.n.01')
Synset('bookbinding.n.01')	Synset('occupation.n.01')-misc
Synset('investing.n.01')	Synset('commerce.n.01')
Synset('prairie_willow.n.01')	Synset('tree.n.01')-misc
Synset('manila_tamarind.n.01')	Synset('tree.n.01')-misc
Synset('comanche.n.02')	Synset('amerind.n.01')
Synset('impalement.n.01')	Synset('practice.n.01')
Synset('pinpoint.n.03')	Synset('extremity.n.04')
Synset('genus_lemur.n.01')	Synset('mammal_genus.n.01')-misc
Synset('caviar.n.01')	Synset('seafood.n.01')
Synset('mountain_sickness.n.01')	Synset('physical_condition.n.01')-misc
Synset('paralogism.n.01')	Synset('idea.n.01')-misc
Synset('cryostat.n.01')	Synset('control.n.09')
Synset('sensing.n.02')	Synset('activity.n.01')-misc
Synset('large_periwinkle.n.01')	Synset('subshrub.n.01')
Synset('arabidopsis_thaliana.n.01')	Synset('crucifer.n.01')
Synset('brother.n.02')	Synset('peer.n.01')
Synset('lacrimal_sac.n.01')	Synset('cavity.n.04')
Synset('crag.n.01')	Synset('geological_formation.n.01')
Synset('magnetic_bubble_memory.n.01')	Synset('memory_device.n.01')
Synset('baleen_whale.n.01')	Synset('aquatic_mammal.n.01')
Synset('morphology.n.04')	Synset('natural_science.n.01')-misc
Synset('fuscoboletinus_serotinus.n.01')	Synset('fungus.n.01')-misc
Synset('instillation.n.02')	Synset('fluid.n.02')
Synset('russian_thistle.n.01')	Synset('shrub.n.01')-misc
Synset('japanese_angelica_tree.n.01')	Synset('shrub.n.01')-misc
Synset('sodium_dichromate.n.01')	Synset('coloring_material.n.01')
Synset('nanometer.n.01')	Synset('linear_unit.n.01')
Synset('decahedron.n.01')	Synset('solid.n.03')
Synset('old_squaw.n.01')	Synset('waterfowl.n.01')
Synset('tolu_tree.n.01')	Synset('tree.n.01')-misc
Synset('star-thistle.n.01')	Synset('subshrub.n.01')
Synset('technical_sergeant.n.01')	Synset('serviceman.n.01')
Synset('water_gillyflower.n.01')	Synset('aquatic_plant.n.01')
Synset('wood_mouse.n.01')	Synset('rodent.n.01')
Synset('densimeter.n.01')	Synset('measuring_instrument.n.01')-misc
Synset('coil.n.01')	Synset('structure.n.01')-misc
Synset('coil.n.02')	Synset('round_shape.n.01')
Synset('coil.n.03')	Synset('electrical_device.n.01')
Synset('swage_block.n.01')	Synset('artifact.n.01')-misc
Synset('goniometer.n.01')	Synset('electronic_equipment.n.01')
Synset('carcinoma.n.01')	Synset('malignancy.n.01')
Synset('street_arab.n.01')	Synset('person.n.01')-misc
Synset('coreopsis.n.01')	Synset('herb.n.01')-misc
Synset('rhodophyceae.n.01')	Synset('class.n.07')
Synset('parsnip.n.03')	Synset('vegetable.n.01')
Synset('parsnip.n.02')	Synset('herb.n.01')-misc
Synset('narcoterrorism.n.01')	Synset('social_control.n.01')
Synset('field_pussytoes.n.01')	Synset('herb.n.01')-misc
Synset('weaning.n.01')	Synset('change.n.03')-misc
Synset('corona.n.02')	Synset('plant_part.n.01')-misc
Synset('corona.n.05')	Synset('structure.n.04')-misc
Synset('radio_transmitter.n.01')	Synset('electronic_equipment.n.01')
Synset('corona.n.06')	Synset('drug_of_abuse.n.01')-misc
Synset('renewable_resource.n.01')	Synset('assets.n.01')-misc
Synset('hoofprint.n.01')	Synset('mark.n.04')
Synset('abortion_pill.n.01')	Synset('drug.n.01')-misc
Synset('great.n.01')	Synset('person.n.01')-misc
Synset('tilapia.n.01')	Synset('fish_genus.n.01')-misc
Synset('weizenbock.n.01')	Synset('alcohol.n.01')-misc
Synset('closing.n.03')	Synset('motion.n.06')-misc
Synset('newfoundland_dwarf_birch.n.01')	Synset('tree.n.01')-misc
Synset('panama_redwood_tree.n.01')	Synset('tree.n.01')-misc
Synset('rhone_wine.n.01')	Synset('wine.n.01')
Synset('celandine_poppy.n.01')	Synset('flower.n.01')-misc
Synset('trust_company.n.01')	Synset('financial_institution.n.01')
Synset('winner.n.02')	Synset('person.n.01')-misc
Synset('snapshot.n.01')	Synset('photograph.n.01')
Synset('lamellar_mixture.n.01')	Synset('mixture.n.01')
Synset('scrap_iron.n.01')	Synset('chemical_element.n.01')
Synset('car.n.02')	Synset('wheeled_vehicle.n.01')-misc
Synset('middling.n.01')	Synset('commodity.n.01')-misc
Synset('minaret.n.01')	Synset('structure.n.01')-misc
Synset('stretch.n.07')	Synset('physical_property.n.01')
Synset('stretch.n.06')	Synset('time_period.n.01')-misc
Synset('anthericum.n.01')	Synset('liliid_monocot_genus.n.01')
Synset('stretch.n.04')	Synset('labor.n.02')
Synset('stretch.n.03')	Synset('part.n.02')-misc
Synset('anglicanism.n.01')	Synset('morality.n.01')
Synset('stretch.n.01')	Synset('amorphous_shape.n.01')
Synset('inhabitancy.n.01')	Synset('act.n.02')-misc
Synset('pickelhaube.n.01')	Synset('protective_covering.n.01')
Synset('heroics.n.01')	Synset('performing_arts.n.01')
Synset('front_matter.n.01')	Synset('matter.n.06')
Synset('pilot_experiment.n.01')	Synset('thinking.n.01')-misc
Synset('pelvic_cavity.n.01')	Synset('cavity.n.04')
Synset('shortness.n.01')	Synset('fundamental_quantity.n.01')-misc
Synset('shortness.n.03')	Synset('magnitude.n.01')
Synset('shortness.n.02')	Synset('condition.n.01')-misc
Synset('shortness.n.05')	Synset('bodily_property.n.01')
Synset('shortness.n.04')	Synset('temporal_property.n.01')
Synset('father-figure.n.01')	Synset('male.n.02')
Synset('framing.n.01')	Synset('creation.n.01')
Synset('menura.n.01')	Synset('bird_genus.n.01')-misc
Synset('machine_screw.n.01')	Synset('restraint.n.06')
Synset('zebra_finch.n.01')	Synset('oscine.n.01')-misc
Synset('goliath_frog.n.01')	Synset('amphibian.n.03')
Synset('pleuropneumonia.n.01')	Synset('disease.n.01')-misc
Synset('swad.n.01')	Synset('collection.n.01')-misc
Synset('meteorological_conditions.n.01')	Synset('condition.n.01')-misc
Synset('cusk-eel.n.01')	Synset('percoid_fish.n.01')-misc
Synset('ribose.n.01')	Synset('carbohydrate.n.01')
Synset('opisthobranchia.n.01')	Synset('class.n.07')
Synset('cytoplast.n.01')	Synset('substance.n.01')-misc
Synset('billiard_room.n.01')	Synset('room.n.01')
Synset('bubulcus.n.01')	Synset('bird_genus.n.01')-misc
Synset('giant_clam.n.01')	Synset('mollusk.n.01')
Synset('extremely_low_frequency.n.01')	Synset('magnitude_relation.n.01')
Synset('lumbar_plexus.n.02')	Synset('structure.n.04')-misc
Synset('fuse.n.02')	Synset('device.n.01')-misc
Synset('bulge.n.01')	Synset('solid.n.03')
Synset('fuse.n.01')	Synset('electrical_device.n.01')
Synset('catacala.n.01')	Synset('arthropod_genus.n.01')-misc
Synset('starting_gate.n.01')	Synset('obstruction.n.01')
Synset('peristome.n.01')	Synset('process.n.05')
Synset('testee.n.01')	Synset('communicator.n.01')-misc
Synset('snoop.n.01')	Synset('person.n.01')-misc
Synset('ditch_spade.n.01')	Synset('hand_tool.n.01')
