,Unnamed: 0,Synset,Name,Predicted
46043,46043,Synset('shelf.n.01'),shelf.n.01,b
46044,46044,Synset('spoke.n.01'),spoke.n.01,b
46045,46045,Synset('step.n.04'),step.n.04,b
46046,46046,Synset('stirrup.n.01'),stirrup.n.01,b
46048,46048,Synset('tailstock.n.01'),tailstock.n.01,b
46049,46049,Synset('tee.n.02'),tee.n.02,b
46050,46050,Synset('undercarriage.n.01'),undercarriage.n.01,b
46051,46051,Synset('yoke.n.05'),yoke.n.05,b
46058,46058,Synset('net.n.02'),net.n.02,b
46062,46062,Synset('snare.n.05'),snare.n.05,b
46064,46064,Synset('web.n.02'),web.n.02,b
46067,46067,Synset('burner.n.01'),burner.n.01,b
46069,46069,Synset('centrifuge.n.01'),centrifuge.n.01,b
46072,46072,Synset('duplicator.n.01'),duplicator.n.01,b
46075,46075,Synset('heat_pump.n.01'),heat_pump.n.01,b
46076,46076,Synset('heliograph.n.01'),heliograph.n.01,b
46077,46077,Synset('incubator.n.01'),incubator.n.01,b
46079,46079,Synset('kipp's_apparatus.n.01'),kipps_apparatus.n.01,b
46080,46080,Synset('lighting.n.02'),lighting.n.02,b
46081,46081,Synset('nuclear_reactor.n.01'),nuclear_reactor.n.01,b
46083,46083,Synset('pendulum.n.01'),pendulum.n.01,b
46085,46085,Synset('reformer.n.02'),reformer.n.02,b
46087,46087,Synset('sequencer.n.01'),sequencer.n.01,b
46089,46089,Synset('still.n.03'),still.n.03,b
46091,46091,Synset('telegraph.n.01'),telegraph.n.01,b
46094,46094,Synset('amplifier.n.01'),amplifier.n.01,b
46096,46096,Synset('cd_player.n.01'),cd_player.n.01,b
46098,46098,Synset('detector.n.03'),detector.n.03,b
46099,46099,Synset('equalizer.n.01'),equalizer.n.01,b
46100,46100,Synset('lens.n.05'),lens.n.05,b
46101,46101,Synset('mixer.n.03'),mixer.n.03,b
46102,46102,Synset('modem.n.01'),modem.n.01,b
46103,46103,Synset('monitor.n.05'),monitor.n.05,b
46104,46104,Synset('monitor.n.06'),monitor.n.06,b
46105,46105,Synset('off-line_equipment.n.01'),off-line_equipment.n.01,b
46106,46106,Synset('oscilloscope.n.01'),oscilloscope.n.01,b
46107,46107,Synset('peripheral.n.01'),peripheral.n.01,b
46108,46108,Synset('playback.n.02'),playback.n.02,b
46110,46110,Synset('scrambler.n.03'),scrambler.n.03,b
46111,46111,Synset('set.n.13'),set.n.13,b
46112,46112,Synset('tape_deck.n.01'),tape_deck.n.01,b
46114,46114,Synset('telephone.n.01'),telephone.n.01,b
46115,46115,Synset('television_equipment.n.01'),television_equipment.n.01,b
46116,46116,Synset('terminal.n.04'),terminal.n.04,b
46117,46117,Synset('backboard.n.01'),backboard.n.01,b
46120,46120,Synset('counter.n.02'),counter.n.02,b
46121,46121,Synset('crossbar.n.02'),crossbar.n.02,b
46122,46122,Synset('game.n.09'),game.n.09,b
46123,46123,Synset('goal.n.03'),goal.n.03,b
46124,46124,Synset('horseshoe.n.01'),horseshoe.n.01,b
46125,46125,Synset('jack.n.07'),jack.n.07,b
46126,46126,Synset('man.n.10'),man.n.10,b
46127,46127,Synset('net.n.05'),net.n.05,b
46128,46128,Synset('paintball_gun.n.01'),paintball_gun.n.01,b
46130,46130,Synset('pool_table.n.01'),pool_table.n.01,b
46131,46131,Synset('quoit.n.01'),quoit.n.01,b
46132,46132,Synset('roulette_wheel.n.01'),roulette_wheel.n.01,b
46133,46133,Synset('spinner.n.02'),spinner.n.02,b
46135,46135,Synset('kit.n.02'),kit.n.02,b
46136,46136,Synset('regalia.n.01'),regalia.n.01,b
46137,46137,Synset('rig.n.01'),rig.n.01,b
46138,46138,Synset('rigging.n.01'),rigging.n.01,b
46143,46143,Synset('baggage.n.03'),baggage.n.03,b
46146,46146,Synset('camera.n.01'),camera.n.01,b
46148,46148,Synset('developer.n.02'),developer.n.02,b
46150,46150,Synset('flash.n.10'),flash.n.10,b
46151,46151,Synset('light_meter.n.01'),light_meter.n.01,b
46154,46154,Synset('black_box.n.01'),black_box.n.01,b
46160,46160,Synset('parachute.n.01'),parachute.n.01,b
46164,46164,Synset('spacecraft.n.01'),spacecraft.n.01,b
46177,46177,Synset('hammer.n.05'),hammer.n.05,b
46178,46178,Synset('javelin.n.02'),javelin.n.02,b
46179,46179,Synset('mat.n.03'),mat.n.03,b
46180,46180,Synset('mouthpiece.n.04'),mouthpiece.n.04,b
46182,46182,Synset('skate.n.01'),skate.n.01,b
46183,46183,Synset('spike.n.02'),spike.n.02,b
46184,46184,Synset('stick.n.06'),stick.n.06,b
46185,46185,Synset('target.n.04'),target.n.04,b
46186,46186,Synset('weight.n.02'),weight.n.02,b
46188,46188,Synset('drop_curtain.n.01'),drop_curtain.n.01,b
46197,46197,Synset('bookcase.n.01'),bookcase.n.01,b
46198,46198,Synset('buffet.n.01'),buffet.n.01,b
46199,46199,Synset('cabinet.n.01'),cabinet.n.01,b
46200,46200,Synset('chest_of_drawers.n.01'),chest_of_drawers.n.01,b
46205,46205,Synset('lamp.n.02'),lamp.n.02,b
46213,46213,Synset('table.n.02'),table.n.02,b
46216,46216,Synset('wardrobe.n.01'),wardrobe.n.01,b
46218,46218,Synset('belaying_pin.n.01'),belaying_pin.n.01,b
46219,46219,Synset('bolt.n.02'),bolt.n.02,b
46220,46220,Synset('bolt.n.03'),bolt.n.03,b
46223,46223,Synset('core.n.10'),core.n.10,b
46225,46225,Synset('drawbar.n.01'),drawbar.n.01,b
46226,46226,Synset('fret.n.04'),fret.n.04,b
46227,46227,Synset('grab_bar.n.01'),grab_bar.n.01,b
46231,46231,Synset('lever.n.01'),lever.n.01,b
46232,46232,Synset('rail.n.04'),rail.n.04,b
46233,46233,Synset('rotor.n.02'),rotor.n.02,b
46234,46234,Synset('shackle.n.02'),shackle.n.02,b
46236,46236,Synset('towel_rail.n.01'),towel_rail.n.01,b
46237,46237,Synset('track.n.09'),track.n.09,b
46246,46246,Synset('scrub_brush.n.01'),scrub_brush.n.01,b
46248,46248,Synset('broom.n.01'),broom.n.01,b
46249,46249,Synset('carpet_sweeper.n.01'),carpet_sweeper.n.01,b
46253,46253,Synset('swab.n.02'),swab.n.02,b
46256,46256,Synset('rubber_eraser.n.01'),rubber_eraser.n.01,b
46257,46257,Synset('poker.n.01'),poker.n.01,b
46258,46258,Synset('shovel.n.03'),shovel.n.03,b
46264,46264,Synset('gaff.n.03'),gaff.n.03,b
46265,46265,Synset('gig.n.03'),gig.n.03,b
46268,46268,Synset('lash.n.02'),lash.n.02,b
46269,46269,Synset('strap.n.01'),strap.n.01,b
46270,46270,Synset('thong.n.03'),thong.n.03,b
46277,46277,Synset('paddle.n.04'),paddle.n.04,b
46278,46278,Synset('scull.n.01'),scull.n.01,b
46279,46279,Synset('scull.n.02'),scull.n.02,b
46281,46281,Synset('baton.n.01'),baton.n.01,b
46282,46282,Synset('baton.n.04'),baton.n.04,b
46284,46284,Synset('control_rod.n.01'),control_rod.n.01,b
46285,46285,Synset('fishing_rod.n.01'),fishing_rod.n.01,b
46286,46286,Synset('kickstand.n.01'),kickstand.n.01,b
46287,46287,Synset('pole.n.01'),pole.n.01,b
46288,46288,Synset('ramrod.n.01'),ramrod.n.01,b
46290,46290,Synset('rotating_shaft.n.01'),rotating_shaft.n.01,b
46291,46291,Synset('shaft.n.03'),shaft.n.03,b
46293,46293,Synset('tie_rod.n.01'),tie_rod.n.01,b
46299,46299,Synset('harpoon.n.01'),harpoon.n.01,b
46301,46301,Synset('baton.n.05'),baton.n.05,b
46302,46302,Synset('cue.n.04'),cue.n.04,b
46303,46303,Synset('mallet.n.01'),mallet.n.01,b
46304,46304,Synset('pole.n.09'),pole.n.09,b
46305,46305,Synset('racket.n.04'),racket.n.04,b
46306,46306,Synset('bow.n.02'),bow.n.02,b
46312,46312,Synset('maulstick.n.01'),maulstick.n.01,b
46314,46314,Synset('spindle.n.04'),spindle.n.04,b
46315,46315,Synset('staff.n.02'),staff.n.02,b
46319,46319,Synset('abrader.n.01'),abrader.n.01,b
46322,46322,Synset('comb.n.03'),comb.n.03,b
46324,46324,Synset('drill.n.01'),drill.n.01,b
46325,46325,Synset('eolith.n.01'),eolith.n.01,b
46326,46326,Synset('fork.n.04'),fork.n.04,b
46327,46327,Synset('gang.n.04'),gang.n.04,b
46329,46329,Synset('grapnel.n.01'),grapnel.n.01,b
46330,46330,Synset('hack.n.04'),hack.n.04,b
46332,46332,Synset('hoe.n.01'),hoe.n.01,b
46334,46334,Synset('jaws_of_life.n.01'),jaws_of_life.n.01,b
46337,46337,Synset('pestle.n.02'),pestle.n.02,b
46338,46338,Synset('plow.n.01'),plow.n.01,b
46339,46339,Synset('punch.n.03'),punch.n.03,b
46340,46340,Synset('rake.n.03'),rake.n.03,b
46341,46341,Synset('ram.n.04'),ram.n.04,b
46343,46343,Synset('saw_set.n.01'),saw_set.n.01,b
46347,46347,Synset('tamp.n.01'),tamp.n.01,b
46349,46349,Synset('upset.n.04'),upset.n.04,b
46352,46352,Synset('funnel.n.02'),funnel.n.02,b
46355,46355,Synset('chalk.n.04'),chalk.n.04,b
46356,46356,Synset('charcoal.n.02'),charcoal.n.02,b
46357,46357,Synset('crayon.n.01'),crayon.n.01,b
46360,46360,Synset('pen.n.01'),pen.n.01,b
46361,46361,Synset('pencil.n.01'),pencil.n.01,b
46363,46363,Synset('concept_album.n.01'),concept_album.n.01,b
46366,46366,Synset('press.n.02'),press.n.02,b
46367,46367,Synset('samizdat.n.01'),samizdat.n.01,b
46368,46368,Synset('magnetic_storage_medium.n.01'),magnetic_storage_medium.n.01,b
46370,46370,Synset('multiplex.n.01'),multiplex.n.01,b
46371,46371,Synset('telegraphy.n.01'),telegraphy.n.01,b
46377,46377,Synset('intercommunication_system.n.01'),intercommunication_system.n.01,b
46379,46379,Synset('radio.n.03'),radio.n.03,b
46380,46380,Synset('radio_link.n.01'),radio_link.n.01,b
46384,46384,Synset('platform.n.03'),platform.n.03,b
46386,46386,Synset('servo.n.01'),servo.n.01,b
46389,46389,Synset('linkage.n.03'),linkage.n.03,b
46391,46391,Synset('production_line.n.01'),production_line.n.01,b
46392,46392,Synset('suspension.n.05'),suspension.n.05,b
46394,46394,Synset('global_positioning_system.n.01'),global_positioning_system.n.01,b
46402,46402,Synset('firewall.n.02'),firewall.n.02,b
46411,46411,Synset('makeup.n.01'),makeup.n.01,b
46430,46430,Synset('belt.n.06'),belt.n.06,b
46431,46431,Synset('cartridge.n.01'),cartridge.n.01,b
46432,46432,Synset('case_shot.n.01'),case_shot.n.01,b
46435,46435,Synset('shell.n.01'),shell.n.01,b
46436,46436,Synset('tracer.n.04'),tracer.n.04,b
46440,46440,Synset('launcher.n.01'),launcher.n.01,b
46442,46442,Synset('torpedo.n.06'),torpedo.n.06,b
46443,46443,Synset('atom_bomb.n.01'),atom_bomb.n.01,b
46449,46449,Synset('chemical_bomb.n.01'),chemical_bomb.n.01,b
46452,46452,Synset('depth_charge.n.01'),depth_charge.n.01,b
46453,46453,Synset('dumb_bomb.n.01'),dumb_bomb.n.01,b
46457,46457,Synset('grenade.n.01'),grenade.n.01,b
46459,46459,Synset('incendiary_bomb.n.01'),incendiary_bomb.n.01,b
46469,46469,Synset('stink_bomb.n.01'),stink_bomb.n.01,b
46471,46471,Synset('time_bomb.n.02'),time_bomb.n.02,b
46546,46546,Synset('brake_disk.n.01'),brake_disk.n.01,b
46547,46547,Synset('deadeye.n.02'),deadeye.n.02,b
46548,46548,Synset('diaphragm.n.04'),diaphragm.n.04,b
46550,46550,Synset('puck.n.02'),puck.n.02,b
46551,46551,Synset('token.n.03'),token.n.03,b
46587,46587,Synset('rim.n.03'),rim.n.03,b
46614,46614,Synset('cage.n.01'),cage.n.01,b
46617,46617,Synset('compound.n.03'),compound.n.03,b
46618,46618,Synset('dock.n.01'),dock.n.01,b
46620,46620,Synset('lock.n.04'),lock.n.04,b
46623,46623,Synset('pit.n.05'),pit.n.05,b
46625,46625,Synset('plenum.n.02'),plenum.n.02,b
46628,46628,Synset('vivarium.n.01'),vivarium.n.01,b
46633,46633,Synset('anteroom.n.01'),anteroom.n.01,b
46634,46634,Synset('back_room.n.01'),back_room.n.01,b
46636,46636,Synset('barroom.n.01'),barroom.n.01,b
46637,46637,Synset('bathroom.n.01'),bathroom.n.01,b
46639,46639,Synset('belfry.n.02'),belfry.n.02,b
46640,46640,Synset('billiard_room.n.01'),billiard_room.n.01,b
46641,46641,Synset('boardroom.n.01'),boardroom.n.01,b
46646,46646,Synset('checkroom.n.01'),checkroom.n.01,b
46647,46647,Synset('classroom.n.01'),classroom.n.01,b
46648,46648,Synset('clean_room.n.01'),clean_room.n.01,b
46649,46649,Synset('cloakroom.n.02'),cloakroom.n.02,b
46650,46650,Synset('closet.n.04'),closet.n.04,b
46652,46652,Synset('compartment.n.02'),compartment.n.02,b
46654,46654,Synset('control_room.n.01'),control_room.n.01,b
46657,46657,Synset('cutting_room.n.01'),cutting_room.n.01,b
46659,46659,Synset('den.n.04'),den.n.04,b
46660,46660,Synset('dinette.n.01'),dinette.n.01,b
46664,46664,Synset('durbar.n.01'),durbar.n.01,b
46665,46665,Synset('engineering.n.03'),engineering.n.03,b
46666,46666,Synset('floor.n.10'),floor.n.10,b
46667,46667,Synset('furnace_room.n.01'),furnace_room.n.01,b
46668,46668,Synset('gallery.n.03'),gallery.n.03,b
46669,46669,Synset('gallery.n.04'),gallery.n.04,b
46670,46670,Synset('greenroom.n.01'),greenroom.n.01,b
46672,46672,Synset('hall.n.03'),hall.n.03,b
46673,46673,Synset('hospital_room.n.01'),hospital_room.n.01,b
46674,46674,Synset('kitchen.n.01'),kitchen.n.01,b
46676,46676,Synset('living_room.n.01'),living_room.n.01,b
46677,46677,Synset('locker_room.n.01'),locker_room.n.01,b
46678,46678,Synset('lounge.n.02'),lounge.n.02,b
46681,46681,Synset('presence_chamber.n.01'),presence_chamber.n.01,b
46684,46684,Synset('reception_room.n.01'),reception_room.n.01,b
46687,46687,Synset('scriptorium.n.01'),scriptorium.n.01,b
46688,46688,Synset('scullery.n.01'),scullery.n.01,b
46692,46692,Synset('sickbay.n.01'),sickbay.n.01,b
46695,46695,Synset('squad_room.n.01'),squad_room.n.01,b
46696,46696,Synset('squad_room.n.02'),squad_room.n.02,b
46697,46697,Synset('steam_bath.n.01'),steam_bath.n.01,b
46699,46699,Synset('study.n.05'),study.n.05,b
46700,46700,Synset('sun_parlor.n.01'),sun_parlor.n.01,b
46704,46704,Synset('toilet.n.01'),toilet.n.01,b
46706,46706,Synset('vestry.n.02'),vestry.n.02,b
46707,46707,Synset('walk-in.n.04'),walk-in.n.04,b
46708,46708,Synset('war_room.n.01'),war_room.n.01,b
46712,46712,Synset('cupboard.n.01'),cupboard.n.01,b
46719,46719,Synset('tenement.n.01'),tenement.n.01,b
46731,46731,Synset('barn.n.01'),barn.n.01,b
46733,46733,Synset('stable.n.01'),stable.n.01,b
46736,46736,Synset('capitol.n.01'),capitol.n.01,b
46738,46738,Synset('courthouse.n.01'),courthouse.n.01,b
46743,46743,Synset('conservatory.n.03'),conservatory.n.03,b
46744,46744,Synset('city_hall.n.01'),city_hall.n.01,b
46748,46748,Synset('hostel.n.01'),hostel.n.01,b
46749,46749,Synset('motor_hotel.n.01'),motor_hotel.n.01,b
46751,46751,Synset('resort_hotel.n.02'),resort_hotel.n.02,b
46757,46757,Synset('cabin.n.02'),cabin.n.02,b
46758,46758,Synset('chalet.n.01'),chalet.n.01,b
46759,46759,Synset('chapterhouse.n.02'),chapterhouse.n.02,b
46762,46762,Synset('dollhouse.n.01'),dollhouse.n.01,b
46763,46763,Synset('duplex_house.n.01'),duplex_house.n.01,b
46765,46765,Synset('gatehouse.n.01'),gatehouse.n.01,b
46767,46767,Synset('hacienda.n.02'),hacienda.n.02,b
46768,46768,Synset('lodge.n.04'),lodge.n.04,b
46773,46773,Synset('residence.n.02'),residence.n.02,b
46774,46774,Synset('row_house.n.01'),row_house.n.01,b
46777,46777,Synset('sod_house.n.01'),sod_house.n.01,b
46780,46780,Synset('villa.n.02'),villa.n.02,b
46782,46782,Synset('courthouse.n.02'),courthouse.n.02,b
46790,46790,Synset('clinic.n.03'),clinic.n.03,b
46791,46791,Synset('hospital.n.01'),hospital.n.01,b
46795,46795,Synset('garage.n.01'),garage.n.01,b
46796,46796,Synset('outhouse.n.01'),outhouse.n.01,b
46797,46797,Synset('shed.n.01'),shed.n.01,b
46799,46799,Synset('chapel.n.01'),chapel.n.01,b
46800,46800,Synset('church.n.02'),church.n.02,b
46803,46803,Synset('mosque.n.01'),mosque.n.01,b
46804,46804,Synset('shrine.n.01'),shrine.n.01,b
46805,46805,Synset('synagogue.n.01'),synagogue.n.01,b
46806,46806,Synset('temple.n.01'),temple.n.01,b
46810,46810,Synset('cafe.n.01'),cafe.n.01,b
46811,46811,Synset('cafeteria.n.01'),cafeteria.n.01,b
46812,46812,Synset('canteen.n.03'),canteen.n.03,b
46813,46813,Synset('canteen.n.05'),canteen.n.05,b
46814,46814,Synset('diner.n.03'),diner.n.03,b
46816,46816,Synset('grillroom.n.01'),grillroom.n.01,b
46822,46822,Synset('ice_rink.n.01'),ice_rink.n.01,b
46823,46823,Synset('conservatory.n.02'),conservatory.n.02,b
46827,46827,Synset('public_house.n.01'),public_house.n.01,b
46837,46837,Synset('opera.n.03'),opera.n.03,b
46840,46840,Synset('brewery.n.01'),brewery.n.01,b
46841,46841,Synset('distillery.n.01'),distillery.n.01,b
46842,46842,Synset('factory.n.01'),factory.n.01,b
46846,46846,Synset('refinery.n.01'),refinery.n.01,b
46876,46876,Synset('health_spa.n.01'),health_spa.n.01,b
46880,46880,Synset('office.n.01'),office.n.01,b
46884,46884,Synset('oxbridge.n.01'),oxbridge.n.01,b
46892,46892,Synset('duplex_apartment.n.01'),duplex_apartment.n.01,b
46895,46895,Synset('maisonette.n.01'),maisonette.n.01,b
46898,46898,Synset('studio_apartment.n.01'),studio_apartment.n.01,b
46899,46899,Synset('suite.n.02'),suite.n.02,b
46901,46901,Synset('cellblock.n.01'),cellblock.n.01,b
46902,46902,Synset('ward.n.03'),ward.n.03,b
46906,46906,Synset('condominium.n.01'),condominium.n.01,b
46908,46908,Synset('hearth.n.02'),hearth.n.02,b
46910,46910,Synset('homestead.n.03'),homestead.n.03,b
46912,46912,Synset('lodge.n.05'),lodge.n.05,b
46919,46919,Synset('forecastle.n.01'),forecastle.n.01,b
46920,46920,Synset('harem.n.01'),harem.n.01,b
46922,46922,Synset('camp.n.07'),camp.n.07,b
46926,46926,Synset('dry_wall.n.02'),dry_wall.n.02,b
46931,46931,Synset('rampart.n.01'),rampart.n.01,b
46932,46932,Synset('bannister.n.02'),bannister.n.02,b
46933,46933,Synset('barricade.n.02'),barricade.n.02,b
46934,46934,Synset('breakwater.n.01'),breakwater.n.01,b
46935,46935,Synset('bulwark.n.02'),bulwark.n.02,b
46936,46936,Synset('crash_barrier.n.01'),crash_barrier.n.01,b
46937,46937,Synset('dam.n.01'),dam.n.01,b
46939,46939,Synset('fender.n.01'),fender.n.01,b
46940,46940,Synset('grate.n.03'),grate.n.03,b
46941,46941,Synset('hurdle.n.01'),hurdle.n.01,b
46943,46943,Synset('railing.n.01'),railing.n.01,b
46945,46945,Synset('roadblock.n.02'),roadblock.n.02,b
46947,46947,Synset('breechblock.n.01'),breechblock.n.01,b
46948,46948,Synset('plug.n.01'),plug.n.01,b
46949,46949,Synset('vapor_lock.n.01'),vapor_lock.n.01,b
46951,46951,Synset('speed_bump.n.01'),speed_bump.n.01,b
46952,46952,Synset('hazard.n.03'),hazard.n.03,b
46955,46955,Synset('pin.n.07'),pin.n.07,b
46963,46963,Synset('gable.n.01'),gable.n.01,b
47005,47005,Synset('arbor.n.03'),arbor.n.03,b
47006,47006,Synset('bustle.n.02'),bustle.n.02,b
47013,47013,Synset('derrick.n.01'),derrick.n.01,b
47015,47015,Synset('fender.n.02'),fender.n.02,b
47017,47017,Synset('frame.n.10'),frame.n.10,b
47020,47020,Synset('grill.n.02'),grill.n.02,b
47024,47024,Synset('honeycomb.n.02'),honeycomb.n.02,b
47025,47025,Synset('lattice.n.03'),lattice.n.03,b
47031,47031,Synset('sash.n.01'),sash.n.01,b
47033,47033,Synset('stocks.n.01'),stocks.n.01,b
47034,47034,Synset('stocks.n.02'),stocks.n.02,b
47035,47035,Synset('stretcher.n.01'),stretcher.n.01,b
47038,47038,Synset('truss.n.02'),truss.n.02,b
47039,47039,Synset('walker.n.05'),walker.n.05,b
47040,47040,Synset('walker.n.06'),walker.n.06,b
47041,47041,Synset('wattle.n.02'),wattle.n.02,b
47042,47042,Synset('window.n.01'),window.n.01,b
47044,47044,Synset('chassis.n.03'),chassis.n.03,b
47045,47045,Synset('hoop.n.01'),hoop.n.01,b
47046,47046,Synset('abutment.n.02'),abutment.n.02,b
47047,47047,Synset('architrave.n.02'),architrave.n.02,b
47048,47048,Synset('basement.n.02'),basement.n.02,b
47049,47049,Synset('buttress.n.01'),buttress.n.01,b
47051,47051,Synset('pedestal.n.03'),pedestal.n.03,b
47052,47052,Synset('prop.n.01'),prop.n.01,b
47063,47063,Synset('apron.n.04'),apron.n.04,b
47066,47066,Synset('runway.n.04'),runway.n.04,b
47068,47068,Synset('tarmacadam.n.02'),tarmacadam.n.02,b
47071,47071,Synset('bandstand.n.01'),bandstand.n.01,b
47074,47074,Synset('dais.n.01'),dais.n.01,b
47075,47075,Synset('deck.n.01'),deck.n.01,b
47076,47076,Synset('dock.n.04'),dock.n.04,b
47081,47081,Synset('landing.n.01'),landing.n.01,b
47083,47083,Synset('launching_pad.n.01'),launching_pad.n.01,b
47085,47085,Synset('pallet.n.02'),pallet.n.02,b
47086,47086,Synset('pier.n.01'),pier.n.01,b
47087,47087,Synset('ring.n.07'),ring.n.07,b
47088,47088,Synset('runway.n.03'),runway.n.03,b
47089,47089,Synset('scaffold.n.01'),scaffold.n.01,b
47090,47090,Synset('stage.n.03'),stage.n.03,b
47091,47091,Synset('stage.n.08'),stage.n.08,b
47093,47093,Synset('top.n.07'),top.n.07,b
47094,47094,Synset('turntable.n.01'),turntable.n.01,b
47095,47095,Synset('turntable.n.03'),turntable.n.03,b
47096,47096,Synset('bevel.n.01'),bevel.n.01,b
47098,47098,Synset('brim.n.01'),brim.n.01,b
47099,47099,Synset('curb.n.01'),curb.n.01,b
47102,47102,Synset('groin.n.02'),groin.n.02,b
47110,47110,Synset('face.n.08'),face.n.08,b
47112,47112,Synset('nose.n.02'),nose.n.02,b
47117,47117,Synset('head.n.28'),head.n.28,b
47120,47120,Synset('tail.n.06'),tail.n.06,b
47121,47121,Synset('ceiling.n.01'),ceiling.n.01,b
47128,47128,Synset('arch.n.03'),arch.n.03,b
47129,47129,Synset('doorway.n.01'),doorway.n.01,b
47131,47131,Synset('hatchway.n.01'),hatchway.n.01,b
47133,47133,Synset('portal.n.01'),portal.n.01,b
47138,47138,Synset('gutter.n.01'),gutter.n.01,b
47139,47139,Synset('limbers.n.01'),limbers.n.01,b
47140,47140,Synset('aqueduct.n.01'),aqueduct.n.01,b
47141,47141,Synset('duct.n.03'),duct.n.03,b
47142,47142,Synset('flue.n.03'),flue.n.03,b
47143,47143,Synset('millrace.n.01'),millrace.n.01,b
47144,47144,Synset('sluice.n.01'),sluice.n.01,b
47145,47145,Synset('spillway.n.01'),spillway.n.01,b
47146,47146,Synset('tube.n.01'),tube.n.01,b
47147,47147,Synset('waterspout.n.03'),waterspout.n.03,b
47148,47148,Synset('aisle.n.02'),aisle.n.02,b
47149,47149,Synset('arcade.n.01'),arcade.n.01,b
47151,47151,Synset('corridor.n.01'),corridor.n.01,b
47153,47153,Synset('gangway.n.01'),gangway.n.01,b
47154,47154,Synset('gate.n.04'),gate.n.04,b
47155,47155,Synset('shaft.n.08'),shaft.n.08,b
47156,47156,Synset('tunnel.n.01'),tunnel.n.01,b
47157,47157,Synset('walk-through.n.02'),walk-through.n.02,b
47162,47162,Synset('bowling_alley.n.02'),bowling_alley.n.02,b
47164,47164,Synset('seaway.n.01'),seaway.n.01,b
47167,47167,Synset('boardwalk.n.01'),boardwalk.n.01,b
47168,47168,Synset('catwalk.n.02'),catwalk.n.02,b
47170,47170,Synset('promenade.n.02'),promenade.n.02,b
47171,47171,Synset('sidewalk.n.01'),sidewalk.n.01,b
47174,47174,Synset('beltway.n.01'),beltway.n.01,b
47178,47178,Synset('interstate.n.01'),interstate.n.01,b
47179,47179,Synset('branch_line.n.01'),branch_line.n.01,b
47182,47182,Synset('artery.n.02'),artery.n.02,b
47183,47183,Synset('blind_alley.n.01'),blind_alley.n.01,b
47184,47184,Synset('street.n.01'),street.n.01,b
47185,47185,Synset('street.n.02'),street.n.02,b
47186,47186,Synset('portage.n.02'),portage.n.02,b
47187,47187,Synset('trail.n.02'),trail.n.02,b
47188,47188,Synset('ladder.n.01'),ladder.n.01,b
47200,47200,Synset('ovum.n.01'),ovum.n.01,b
47203,47203,Synset('leukocyte.n.01'),leukocyte.n.01,b
47205,47205,Synset('red_blood_cell.n.01'),red_blood_cell.n.01,b
47232,47232,Synset('tunicate.n.01'),tunicate.n.01,b
47235,47235,Synset('domestic_cat.n.01'),domestic_cat.n.01,b
47236,47236,Synset('feeder.n.01'),feeder.n.01,b
47238,47238,Synset('stocker.n.01'),stocker.n.01,b
47239,47239,Synset('stray.n.01'),stray.n.01,b
47240,47240,Synset('blastula.n.01'),blastula.n.01,b
47243,47243,Synset('dam.n.03'),dam.n.03,b
47245,47245,Synset('filly.n.01'),filly.n.01,b
47246,47246,Synset('hen.n.04'),hen.n.04,b
47250,47250,Synset('brachiopod.n.01'),brachiopod.n.01,b
47251,47251,Synset('bryozoan.n.01'),bryozoan.n.01,b
47255,47255,Synset('ectoproct.n.01'),ectoproct.n.01,b
47256,47256,Synset('entoproct.n.01'),entoproct.n.01,b
47258,47258,Synset('peanut_worm.n.01'),peanut_worm.n.01,b
47260,47260,Synset('rotifer.n.01'),rotifer.n.01,b
47261,47261,Synset('sponge.n.04'),sponge.n.04,b
47264,47264,Synset('worm.n.01'),worm.n.01,b
47269,47269,Synset('bot.n.01'),bot.n.01,b
47271,47271,Synset('caterpillar.n.01'),caterpillar.n.01,b
47274,47274,Synset('grub.n.02'),grub.n.02,b
47275,47275,Synset('hellgrammiate.n.01'),hellgrammiate.n.01,b
47278,47278,Synset('nymph.n.02'),nymph.n.02,b
47279,47279,Synset('strawworm.n.02'),strawworm.n.02,b
47284,47284,Synset('colt.n.01'),colt.n.01,b
47286,47286,Synset('sire.n.03'),sire.n.03,b
47288,47288,Synset('vermin.n.02'),vermin.n.02,b
47290,47290,Synset('finisher.n.06'),finisher.n.06,b
47291,47291,Synset('greyhound.n.01'),greyhound.n.01,b
47294,47294,Synset('beast_of_burden.n.01'),beast_of_burden.n.01,b
47306,47306,Synset('agaric.n.02'),agaric.n.02,b
47308,47308,Synset('mushroom.n.03'),mushroom.n.03,b
47309,47309,Synset('polypore.n.01'),polypore.n.01,b
47402,47402,Synset('legionella_pneumophilia.n.01'),legionella_pneumophilia.n.01,b
47410,47410,Synset('alga.n.01'),alga.n.01,b
47411,47411,Synset('protozoan.n.01'),protozoan.n.01,b
47414,47414,Synset('moss.n.01'),moss.n.01,b
47415,47415,Synset('flea.n.01'),flea.n.01,b
47451,47451,Synset('diatom.n.01'),diatom.n.01,b
47453,47453,Synset('aconite.n.01'),aconite.n.01,b
47481,47481,Synset('desert_plant.n.01'),desert_plant.n.01,b
47486,47486,Synset('mesophyte.n.01'),mesophyte.n.01,b
47491,47491,Synset('succulent.n.01'),succulent.n.01,b
47494,47494,Synset('weed.n.01'),weed.n.01,b
47501,47501,Synset('xx.n.02'),xx.n.02,b
47502,47502,Synset('xxx.n.02'),xxx.n.02,b
